BEER	REVAL
0.09911740076363966	0.464985192
0.0230783754082942	0.6758793
0.025861741400852897	0.582958758
0.02041600655626112	0.474144667
0.013406669993653338	0.485944122
0.03617022724966879	0.457416862
0.013967527346869622	0.371307462
0.022079078963760254	0.574380577
0.02615327058464092	0.599543214
0.008332218184462009	0.576543987
0.031179618565651816	0.650845706
0.04298375252301738	0.54219079
0.010461245460058194	0.508353114
0.014215625144602997	0.741697967
0.010531937931991546	0.316820234
0.020648364555113333	0.528433681
0.017204051198372653	0.385690749
0.05933593466612755	0.504900098
0.009240440957599256	0.579338968
0.02347076362252384	0.367323279
0.02456077907033091	0.591750324
0.01386677981502536	0.277002931
0.0167803006402888	0.339456588
0.051593302246434214	0.590394378
0.004655546289134614	0.317031711
0.015188219211585752	0.35417515
0.018974463877246862	0.28207922
0.009891071540248233	0.318929672
0.02990750273363776	0.551021814
0.008986343070753203	0.245425522
0.00626514167829772	0.24321945
0.00924015552045129	0.240973726
0.04754151505529461	0.43163994
0.012697598651071227	0.403303087
0.010059998838582222	0.43170017
0.006973026548567974	0.526920021
0.0243671323614249	0.317474991
0.0357360016642724	0.536284924
0.01586863439483776	0.361659259
0.026527504614662214	0.378731608
0.014866774642680157	0.35220468
0.025439971415975933	0.557709932
0.034619569141102494	0.462318808
0.013170093221467678	0.488344043
0.010751570147455574	0.596743703
0.01464908736499416	0.470175713
0.035329601246648	0.412533015
0.0396574100163219	0.589736998
0.015281710812253121	0.550805449
0.009585887553447966	0.461913675
0.013094781540394904	0.59601748
0.027175924719509196	0.400739133
0.020532243325100664	0.399813741
0.02474450014852525	0.54844594
0.036950235560954246	0.517738223
0.01266963849124338	0.271682501
0.030845712053496045	0.584029675
0.024836634431136456	0.525208294
0.02129708022363247	0.356075794
0.0021657268455578813	0.225247771
0.020895964976916242	0.501422405
0.027459609637336003	0.537239313
0.013236920255936983	0.221964464
0.030311611609137524	0.206109583
0.007708672368471468	0.404215604
0.008578244200469412	0.464025885
0.01739100809348046	0.433649749
0.0083696787015949	0.583573222
0.01628528471863178	0.505944252
0.01512830043295158	0.29090625
0.03882173511151227	0.660099924
0.021807763211571803	0.545028865
0.02655597394390386	0.563942254
0.016693410620152574	0.582739353
0.016394823199920777	0.382611215
0.0017859308978709434	0.251049608
0.015063586038253848	0.562733531
0.013902898076220426	0.564033031
0.010705196800228054	0.413285136
0.007086871043183177	0.333641589
0.03620845110375664	0.616345227
0.029059926296214983	0.62292695
0.01755681792503304	0.497752666
0.007789648680501472	0.23753421
0.011677873897265063	0.636381805
0.007299379084975212	0.459821165
0.019603819735463723	0.446479082
0.008224781044882326	0.402689934
0.008917588546537687	0.553941727
0.02907179138364824	0.36427474
0.009958934422236245	0.435948074
0.014402377420552033	0.513536215
0.01663323595590778	0.607733488
0.01610632246052235	0.51404947
0.03291208372403419	0.636522412
0.01479493386380634	0.320788413
0.015032541733708498	0.326321393
0.020047689171768114	0.389005065
0.026890009672736265	0.502222776
0.01375638824409405	0.288031876
0.03284698125525101	0.626647472
0.05941244424675968	0.302284181
0.020714152582767386	0.281154662
0.017175899149240545	0.265199274
0.020425293976424674	0.337384701
0.010286351709984707	0.244828388
0.025620325758310813	0.216206416
0.021112008281978546	0.629048765
0.02246019916724866	0.54863286
0.048600089824443624	0.618444324
0.009734800454708259	0.255951792
0.015525119211701075	0.513518393
0.009930350768976715	0.401672155
0.03730037177901851	0.508163691
0.006927773082516926	0.542446971
0.02163383766671416	0.21447219
0.0232130482247638	0.659068584
0.02335543036819676	0.267006993
0.026678759680874645	0.58528018
0.0191596144115653	0.55506146
0.005637866425362927	0.271901786
0.03503276517438852	0.669588506
0.027761819402512232	0.258186579
0.015620288799095132	0.41573301
0.007153965161083771	0.494415671
0.11858862900935652	0.427850455
0.023987371470508077	0.348612756
0.021802153650433326	0.696999073
0.01690066722049016	0.65070647
0.007391414006355339	0.530331254
0.06060566360156984	0.714730501
0.020584064616705568	0.301870883
0.006862839380555631	0.658929408
0.013800941258062603	0.115254991
0.008319876521717335	0.542332649
0.029085323898328942	0.661681116
0.011573496201660578	0.216297016
0.007283275132416484	0.497734636
0.012454924743229201	0.557842135
0.04145352807787902	0.521951318
0.029800857203058032	0.571180761
0.031136893201025865	0.282576919
0.006496202524087504	0.326879382
0.009731828231054682	0.299670309
0.03645861419777397	0.394788593
0.03503521364228523	0.641732574
0.021169533450000073	0.250577569
0.013042803403249283	0.464921087
0.012952468002410233	0.490518212
0.047048895623093556	0.604110599
0.018426452787702705	0.378738344
0.016985338848966424	0.543027282
0.015044961714199293	0.720864534
0.016259889220336554	0.291807175
0.08155266236406467	0.545022428
0.020050815729892132	0.516873658
0.007132258763969225	0.355346411
0.03543479396626328	0.283784419
0.04072346230537305	0.649545312
0.03459871933679989	0.730169177
0.01064736748986652	0.460193723
0.02648403869197239	0.378403217
0.010134896721773326	0.389155596
0.010008434043391861	0.246374652
0.0086587819790857	0.549932182
0.0173332411926842	0.392801106
0.012113027221740947	0.371514231
0.013351370061779532	0.463757336
0.15465981232579346	0.47876817
0.020168094486482675	0.512039661
0.004473533175919833	0.369335443
0.02280866700649921	0.399093509
0.005591255213066333	0.552624345
0.013011929477832284	0.271171927
0.00649570088324681	0.212850899
0.03330371761022606	0.599560857
0.04011324268733003	0.435390055
0.029021432349900175	0.27556631
0.04044103580088441	0.543220222
0.024159827625187643	0.664076447
0.0027702706183600364	0.221630141
0.04900374305482797	0.579526722
0.007812578235487215	0.327058464
0.012911822259775002	0.407018274
0.012905996392112255	0.12337327
0.014491200576107179	0.339919418
0.009772270471260216	0.344374657
0.00958736910607883	0.453379482
0.017692988553867472	0.305087775
0.012038761670602192	0.524577022
0.04144691729276817	0.301376998
0.021425797765074733	0.389131218
0.046653172487970136	0.434092581
0.010448979097108709	0.560396194
0.007282532009769036	0.420300633
0.009774991155979589	0.341846108
0.029603826600806682	0.446238071
0.012353603320254225	0.513104677
0.03049991306899134	0.327085882
0.02937698208834907	0.48595944
0.04947636239229854	0.514879882
0.013176378755113696	0.528484523
0.00573794898648304	0.5178653
0.0375603624557613	0.569317758
0.018774716952333095	0.49041909
0.008674789199734216	0.496536136
0.008776632580666806	0.427976757
0.049720181114614376	0.698857188
0.01869708560650861	0.268725634
0.012878104694210782	0.480392426
0.00964685938757456	0.302037477
0.028197378720243194	0.5489043
0.09083987186072885	0.551816523
0.0184246794576335	0.343363315
0.03659240002216369	0.444960564
0.0075113607534260446	0.375162214
0.021858583569001833	0.45637846
0.02006112008780165	0.539430618
0.029447519781257595	0.452143073
0.02490207447735081	0.382104576
0.012515713283769193	0.377283365
0.007148639391174369	0.309201628
0.00500450198118207	0.403715998
0.026715125140597238	0.512123346
0.01506672118350133	0.539713621
0.012335730638299689	0.371604025
0.02180671482285397	0.560985327
0.014205751996970432	0.320539564
0.027841832041799512	0.776574373
0.01720322882908903	0.543596148
0.010237712786531357	0.718445897
0.012192272382874536	0.319670796
0.028765800022387357	0.605662227
0.0029176647804583333	0.176258117
0.01652391356955274	0.495674044
0.00932308625165191	0.199126258
0.03627666125040108	0.453377783
0.02287555115898993	0.338350713
0.01557029097808006	0.458595395
0.008994243678664948	0.442223519
0.04327494415800198	0.603794813
0.012054291215221146	0.499086469
0.022747619147689087	0.634194613
0.022691750621364748	0.518889844
0.005991074813832698	0.408688664
0.001403029774456428	0.320477992
0.06695079042229275	0.698044598
0.034763088690105685	0.562042654
0.03647802587008552	0.72235924
0.01098865530641428	0.174318716
0.040345910396579365	0.580547571
0.30368422790735755	0.702309549
0.02353503377573607	0.430075318
0.15818525881941745	0.526619196
0.08679321030644613	0.694106698
0.24291753094548799	0.760204375
0.06520047419902701	0.606149435
0.04811746949766526	0.33576259
0.0679463510146073	0.659029305
0.08853234409278142	0.772467852
0.09050107845897123	0.485853881
0.032493934897498404	0.553541899
0.3281071719798468	0.728068411
0.6132975160224355	0.718046129
0.1559871764561597	0.426600307
0.045939661737660197	0.6031394
0.13314245507077796	0.783685207
0.20883696282150951	0.654928088
0.1263778217218131	0.70057261
0.04017202589414755	0.655360341
0.12286162374218582	0.607850432
0.03087914780603163	0.519905567
0.23353092872413975	0.703949034
0.08833536725291474	0.684469581
0.030093899333524944	0.615889072
0.1403631815585186	0.634577274
0.22111095620995616	0.386810154
0.054575671480448104	0.674505651
0.3186387887037606	0.687886596
0.06399958832468115	0.539159298
0.05073896392119508	0.526273608
0.08664650808104236	0.542949915
0.02816423103664522	0.416044444
0.09728274683719265	0.640693545
0.08991609670039909	0.535247028
0.019403322884861882	0.735731602
