DLS_compose_ppmi,DLS_compose_cbow
0.932347555189,0.847710767757
0.748520510478,0.666006257588
0.811303089184,0.713826657886
0.766910662159,0.676153759976
0.723283041828,0.60946402151
0.860980480628,0.638426885055
0.593260873857,0.549271042737
0.369704881733,0.440162135566
0.293666818272,0.243370793477
0.589469286522,0.430876481641
0.783546669671,0.66165406012
0.696557174969,0.583992678042
0.651937353557,0.355619849925
0.69148598676,0.619835415029
0.730475916478,0.681550227209
0.683438401372,0.442427898238
0.692784852645,0.515478145721
0.9040949643,0.759321375961
0.656215235076,0.596165177063
0.72529909813,0.547842424368
0.681816305333,0.550271109414
0.62155362337,0.445673850102
0.701391064481,0.598586544643
0.674618133795,0.634210638862
0.816539125519,0.774940115469
0.537140431586,0.49766962098
0.539798261355,0.47829050881
0.588169566582,0.607639739959
0.510021127232,0.531569917464
0.697497516793,0.497558896917
0.662111772091,0.465948697224
0.551243720683,0.445199827835
0.75153749991,0.722431457925
0.536077603492,0.348306264671
0.266279866784,0.186382349737
0.61625298475,0.476006286508
0.616875845927,0.447201700777
0.754403919733,0.68205812928
0.547593548294,0.39603352538
0.675849163958,0.488797587092
0.642341710692,0.547705662342
0.625205489686,0.588153709493
0.73142761154,0.522522112209
0.712058371135,0.59548519326
0.638693100333,0.513218529654
0.862698033654,0.799211919547
0.936742265982,0.852186235698
0.704210461987,0.614719847143
0.638147709393,0.596630643448
0.433768027608,0.286605016662
0.598492747226,0.468465422447
0.821714194659,0.700043193426
0.610929162063,0.582471499787
0.863841000549,0.809249817348
0.736261668374,0.578165561788
0.767266165071,0.64640303516
0.74650349138,0.602169468461
0.590008531194,0.626411213356
0.636476221067,0.476883071194
0.683353973065,0.531766139226
0.718833553881,0.59484235949
0.68037199924,0.540147616577
0.651514234336,0.595941147438
0.787429605877,0.515322841222
0.558138036076,0.320596356274
0.416893128936,0.326613853067
0.606739562641,0.550155384446
0.618066244772,0.301750491735
0.521996133251,0.333082744701
0.523316151693,0.393529446917
0.809890734627,0.744978847878
0.615675344891,0.544706389536
0.592389075986,0.421032837902
0.692458559528,0.612341678543
0.530137341931,0.353731848416
0.849109386424,0.774551398179
0.60165221345,0.48257712533
0.773286589475,0.668706152523
0.539998168645,0.224174535049
0.271753189993,0.129096986934
0.848568602254,0.802617114606
0.609382990567,0.61053254475
0.660045329437,0.454703209977
0.458142711326,0.218840713056
0.526413331215,0.383246388181
0.289302055341,0.159034423588
0.670362185229,0.470680770925
0.694399560354,0.505338661708
0.433345650136,0.244412113487
0.820391031766,0.551446140538
0.877120191358,0.753727199101
0.515375464428,0.449651602916
0.594430123146,0.57062744095
0.724020941918,0.675155225039
0.733680961149,0.658072144471
0.65596112554,0.460334710903
0.671732525877,0.474045642075
0.613912132875,0.48395752943
0.690775040375,0.618181766525
0.705345578941,0.569868541496
0.585432522595,0.55687340752
0.75760800213,0.561508025799
0.533633740807,0.484405937105
0.641200065099,0.387061507217
0.701251271705,0.632986998125
0.580464392353,0.459515920876
0.740163334099,0.557753465637
0.781055225234,0.710131506492
0.596998609038,0.466021532428
0.587726495826,0.583365860923
0.274617963556,0.116365132533
0.773259416038,0.627492973415
0.532732161706,0.269119276939
0.864022068799,0.775051375656
0.603825506138,0.415982451693
0.399403115415,0.362664215179
0.874701580246,0.728261500852
0.521879891408,0.450334459085
0.700884766667,0.489921418504
0.525059422956,0.40531099914
0.714494421937,0.555094757502
0.806448540135,0.625615759955
0.732530669608,0.640055391645
0.620021371634,0.517744779396
0.529905498198,0.333929023933
0.694375861245,0.492323889465
0.840007438099,0.748017087231
0.587542964373,0.337074156403
0.653106912679,0.624755674553
0.459174045748,0.275232784541
0.833946022969,0.673534451376
0.578629028534,0.576888307944
0.64691204202,0.291839653554
0.731102372615,0.705708618528
0.665388449447,0.308332606913
0.821521969234,0.639973803019
0.422639032419,0.415364286505
0.590509807383,0.398672585089
0.871538308493,0.639338687085
0.682374974005,0.518917351092
0.808974176513,0.724986804036
0.633355645868,0.594823010524
0.412402684363,0.178373423408
0.532305222524,0.251819099763
0.47252906854,0.315425536854
0.769260458233,0.62585266796
